account_id,account_type,snapshot_date,employee_count,industry,intent_score,mql_count_90d,trial_started,trial_active_users,web_touchpoints_90d,sales_contacts_90d,conversion_probability,rank,priority
ACC-01287,Suspect,2026-06-25,23,Financial Services,,1,0,0,3,3,0.04211633736574739,254,LOW
ACC-00602,Prospect,2026-03-02,25,Financial Services,,3,0,0,3,2,0.04211633736574739,248,LOW
ACC-00597,Suspect,2025-05-05,181,Retail,,5,0,0,1,0,0.04203954397404417,255,LOW
ACC-01045,Suspect,2026-04-14,61,Healthcare,27.6,3,0,0,0,0,0.04197278376367593,256,LOW
ACC-00717,Prospect,2026-03-11,69,Healthcare,,0,0,0,1,1,0.041921144569072616,259,LOW
ACC-00237,Suspect,2026-05-10,114,Software,,0,0,0,2,0,0.041921144569072616,258,LOW
ACC-00236,Prospect,2026-04-01,80,Retail,,0,0,0,4,0,0.041921144569072616,257,LOW
ACC-01193,Former Customer,2026-05-06,452,Professional Services,33.2,4,0,0,3,0,0.04187422559363654,260,LOW
ACC-00539,Prospect,2026-05-20,98,Retail,,4,0,0,0,2,0.04187260651576102,261,LOW
ACC-00900,Suspect,2026-04-30,154,Retail,,0,0,0,0,2,0.04172545854150832,262,LOW
ACC-00151,Suspect,2025-06-19,27,Financial Services,,1,0,0,0,1,0.041674142888495525,269,LOW
ACC-01092,Prospect,2026-01-30,38,Retail,,2,0,0,0,0,0.041674142888495525,266,LOW
ACC-00625,Prospect,2026-05-31,15,Software,,1,0,0,0,0,0.041674142888495525,265,LOW
ACC-00805,Prospect,2025-10-20,15,Financial Services,,2,0,0,0,0,0.041674142888495525,268,LOW
ACC-00470,Suspect,2026-05-05,26,Retail,,0,0,0,0,0,0.041674142888495525,267,LOW
ACC-00131,Prospect,2025-03-25,46,Healthcare,,1,0,0,0,0,0.041674142888495525,270,LOW
ACC-00864,Suspect,2026-07-29,6,Retail,,1,0,0,0,0,0.041674142888495525,264,LOW
ACC-01025,Prospect,2026-04-28,29,Financial Services,,3,0,0,0,0,0.041674142888495525,263,LOW
ACC-00449,Prospect,2025-07-19,24,Manufacturing,,1,0,0,3,0,0.041498599916879264,271,LOW
ACC-00697,Former Customer,2025-02-08,167,Financial Services,,0,0,0,3,0,0.04146825696219563,272,LOW
ACC-00273,Former Customer,2025-04-24,30,Professional Services,25.6,1,0,0,0,0,0.041390314850253754,273,LOW
ACC-00577,Suspect,2026-05-13,111,Professional Services,,0,0,0,6,1,0.04133883400976621,274,LOW
ACC-01428,Prospect,2026-03-17,29,Healthcare,,0,0,0,1,0,0.04088057695028011,283,LOW
ACC-00763,Suspect,2025-12-20,66,Healthcare,,0,0,0,4,0,0.04088057695028011,277,LOW
ACC-01319,Prospect,2025-08-15,17,Retail,,0,0,0,5,0,0.04088057695028011,276,LOW
ACC-01027,Prospect,2025-08-19,14,Retail,,1,0,0,2,0,0.04088057695028011,279,LOW
ACC-00018,Prospect,2025-01-10,22,Retail,,1,0,0,1,0,0.04088057695028011,278,LOW
ACC-00504,Prospect,2024-12-18,13,Software,,0,0,0,1,0,0.04088057695028011,280,LOW
ACC-00659,Suspect,2026-03-24,27,Financial Services,,2,0,0,1,0,0.04088057695028011,281,LOW
ACC-00467,Prospect,2026-03-19,19,Healthcare,,0,0,0,3,1,0.04088057695028011,282,LOW
ACC-01073,Prospect,2026-04-11,9,Healthcare,,1,0,0,2,0,0.04088057695028011,275,LOW
ACC-01383,Former Customer,2026-03-29,36,Professional Services,,0,0,0,1,1,0.04060192462864471,285,LOW
ACC-00161,Former Customer,2026-05-22,31,Professional Services,,0,0,0,5,1,0.04060192462864471,284,LOW
ACC-01282,Prospect,2026-04-20,121,Professional Services,,3,0,0,1,3,0.040121218294204015,286,LOW
ACC-00614,Prospect,2026-05-10,92,Professional Services,,1,0,0,5,0,0.039889252851696845,287,LOW
ACC-00972,Suspect,2026-05-31,186,Retail,,3,0,0,4,1,0.03972853515385622,288,LOW
ACC-00287,Prospect,2025-10-07,51,Professional Services,,0,0,0,0,0,0.0396537276810919,289,LOW
ACC-00021,Prospect,2026-04-24,28,Professional Services,,1,0,0,0,0,0.0396537276810919,290,LOW
ACC-00941,Prospect,2026-05-09,15,Professional Services,,1,0,0,0,1,0.0396537276810919,291,LOW
ACC-00669,Suspect,2026-01-13,27,Professional Services,,0,0,0,0,1,0.0396537276810919,293,LOW
ACC-00624,Suspect,2025-04-28,7,Professional Services,26.5,1,0,0,0,0,0.0396537276810919,292,LOW
ACC-01373,Suspect,2026-01-29,29,Software,,4,0,0,0,0,0.0396335236717538,294,LOW
ACC-00617,Prospect,2025-07-20,22,Retail,31.2,4,0,0,2,1,0.03915665610199497,295,LOW
ACC-00033,Prospect,2025-10-05,437,Professional Services,,1,0,0,5,3,0.03894510831852601,296,LOW
ACC-01385,Prospect,2026-08-01,44,Professional Services,26.2,0,0,0,1,0,0.038897073256988976,298,LOW
ACC-00334,Prospect,2026-04-08,49,Professional Services,24.9,0,0,0,4,0,0.038897073256988976,297,LOW
ACC-00402,Prospect,2026-03-09,243,Professional Services,,2,0,0,0,0,0.038534870243063554,299,LOW
ACC-00633,Prospect,2026-05-25,188,Professional Services,30.3,3,0,0,3,0,0.03807069756638674,300,LOW
